cluster_Names,counts_be_stars,counts_all_stars,fraction_be_stars,Names,logAge,[M/H],amaj
"NGC2161,SL789,LW337,ESO33SC31,  ",0.0,197,0.0,"NGC2161,SL789,LW337,ESO33SC31,  ",,,2.3
"NGC2162,SL814,LW351,ESO86SC47,  ",0.0,201,0.0,"NGC2162,SL814,LW351,ESO86SC47,  ",,,3.0
"NGC2164,SL808,ESO57SC62,BM191,  ",5.0,475,0.010526315789473684,"NGC2164,SL808,ESO57SC62,BM191,  ",,,2.8
"NGC2166,SL811,ESO57SC64,BM194,  ",0.0,95,0.0,"NGC2166,SL811,ESO57SC64,BM194,  ",,,1.4
"NGC2171,SL809,KMHK1571          ",0.0,50,0.0,"NGC2171,SL809,KMHK1571          ",,,1.0
"NGC2172,SL812,ESO57SC65,BM195,  ",3.0,247,0.012145748987854251,"NGC2172,SL812,ESO57SC65,BM195,  ",,,1.7
"NGC2173,SL807,LW348,ESO33SC34,  ",0.0,298,0.0,"NGC2173,SL807,LW348,ESO33SC34,  ",,,2.6
"NGC2176,SL815,LW356,ESO86SC50,  ",0.0,77,0.0,"NGC2176,SL815,LW356,ESO86SC50,  ",,,1.1
"NGC2177,SL816,LW355,ESO57SC66,  ",8.0,263,0.030418250950570342,"NGC2177,SL816,LW355,ESO57SC66,  ",,,1.5
"NGC2181,SL825,LW366,ESO86SC54,  ",0.0,80,0.0,"NGC2181,SL825,LW366,ESO86SC54,  ",,,1.5
"NGC2190,SL819,LW357,ESO33SC36,  ",0.0,177,0.0,"NGC2190,SL819,LW357,ESO33SC36,  ",,,2.2
"NGC2193,SL839,LW387,ESO86SC57,  ",0.0,145,0.0,"NGC2193,SL839,LW387,ESO86SC57,  ",,,1.7
"NGC2197,SL838,LW385,ESO86SC58,  ",1.0,213,0.004694835680751174,"NGC2197,SL838,LW385,ESO86SC58,  ",,,1.8
"NGC220,K18,L22,ESO29SC3,SOGLE8,RZ27,   ",0.0,13,0.0,"NGC220,K18,L22,ESO29SC3,SOGLE8,RZ27,   ", 8.03,     ,1.2
"NGC2203,SL836,LW380,ESO34SC04,  ",0.0,2,0.0,"NGC2203,SL836,LW380,ESO34SC04,  ",,,3.2
"NGC2209,SL849,LW408,ESO34SC06,  ",0.0,723,0.0,"NGC2209,SL849,LW408,ESO34SC06,  ",,,2.9
"NGC2210,SL858,LW423,ESO57SC71,  ",0.0,501,0.0,"NGC2210,SL858,LW423,ESO57SC71,  ",,,3.3
"NGC2213,SL857,LW419,ESO57SC70,  ",1.0,419,0.002386634844868735,"NGC2213,SL857,LW419,ESO57SC70,  ",,,2.1
"NGC2214e,SL860e,LW426e,         ",17.0,423,0.04018912529550828,"NGC2214e,SL860e,LW426e,         ",,,2.4
"NGC2214w,SL860w,LW426w,         ",18.0,559,0.03220035778175313,"NGC2214w,SL860w,LW426w,         ",,,3.1
"NGC222,K19,L24,ESO29SC4,SOGLE9,RZ25,   ",0.0,22,0.0,"NGC222,K19,L24,ESO29SC4,SOGLE9,RZ25,   ", 8.03,     ,1.2
"NGC2231,SL884,LW466,ESO87SC06,  ",0.0,187,0.0,"NGC2231,SL884,LW466,ESO87SC06,  ",,,2.1
"NGC2241,SL888,LW471,ESO57SC79,  ",1.0,101,0.009900990099009901,"NGC2241,SL888,LW471,ESO57SC79,  ",,,1.6
"NGC2249,SL893,LW479,ESO57SC82,  ",4.0,194,0.020618556701030927,"NGC2249,SL893,LW479,ESO57SC82,  ",,,2.3
"NGC2257,SL895,LW481,ESO87SC24,  ",0.0,93,0.0,"NGC2257,SL895,LW481,ESO87SC24,  ",,,4.0
"NGC231,K20,L25,ESO29SC5,SOGLE11,RZ29,  ",1.0,142,0.007042253521126761,"NGC231,K20,L25,ESO29SC5,SOGLE11,RZ29,  ", 7.87,     ,1.8
"NGC241,K22w,L29W,ESO29SC6w,SOGLE17,RZ36",0.0,13,0.0,"NGC241,K22w,L29W,ESO29SC6w,SOGLE17,RZ36", 8.20,-0.10,0.95
"NGC242,K22e,L29e,ESO29SC6e,BH1,SOGLE18 ",0.0,10,0.0,"NGC242,K22e,L29e,ESO29SC6e,BH1,SOGLE18 ", 7.83,-0.28,0.75
"NGC248,DEMS16,ESO29EN8,SOGLE26         ",2.0,140,0.014285714285714285,"NGC248,DEMS16,ESO29EN8,SOGLE26         ",     ,     ,1.2
"NGC249,ESO29EN9                        ",0.0,1,0.0,"NGC249,ESO29EN9                        ",     ,     ,1.4
"NGC256,K23,L30,ESO29SC11,SOGLE32,RZ44  ",0.0,24,0.0,"NGC256,K23,L30,ESO29SC11,SOGLE32,RZ44  ", 7.93,-0.10,0.9
"NGC261,ESO29EN12                       ",9.0,456,0.019736842105263157,"NGC261,ESO29EN12                       ", 6.80,     ,1.3
"NGC265,K24,L34,ESO29SC14,SOGLE39,RZ50, ",2.0,513,0.003898635477582846,"NGC265,K24,L34,ESO29SC14,SOGLE39,RZ50, ", 8.25,-0.28,1.2
"NGC267,SMC-N22,DEMS37,ESO29SC15,H-A15, ",1.0,171,0.005847953216374269,"NGC267,SMC-N22,DEMS37,ESO29SC15,H-A15, ", 7.00,     ,2.0
"NGC269,K26,L37,ESO29SC16,SOGLE46,RZ56, ",1.0,527,0.0018975332068311196,"NGC269,K26,L37,ESO29SC16,SOGLE46,RZ56, ", 8.50,     ,1.2
"NGC290,L42,ESO29SC19,SOGLE69,RZ68,     ",0.0,19,0.0,"NGC290,L42,ESO29SC19,SOGLE69,RZ68,     ", 7.40,     ,1.1
"NGC294,L47,ESO29SC22,SOGLE90,RZ80      ",1.0,459,0.002178649237472767,"NGC294,L47,ESO29SC22,SOGLE90,RZ80      ", 8.52,-2.18,1.7
"NGC299,K32,L49,ESO51SC5,RZ85,BMS391    ",0.0,42,0.0,"NGC299,K32,L49,ESO51SC5,RZ85,BMS391    ", 7.40,-0.01,0.9
"NGC306,K33,L50,ESO29SC23,RZ87,BMS375   ",5.0,70,0.07142857142857142,"NGC306,K33,L50,ESO29SC23,RZ87,BMS375   ", 7.70,-0.01,1.1
"NGC330,K35,L54,ESO29SC24,SOGLE107,RZ98,",4.0,152,0.02631578947368421,"NGC330,K35,L54,ESO29SC24,SOGLE107,RZ98,", 7.63,-0.82,2.8
"NGC339,K36,L59,ESO29SC25,RZ104,BIS270  ",0.0,455,0.0,"NGC339,K36,L59,ESO29SC25,RZ104,BIS270  ", 9.78,-1.19,2.9
"NGC346,K39,L60,ESO51SC10,BMS379,BUS483 ",18.0,676,0.026627218934911243,"NGC346,K39,L60,ESO51SC10,BMS379,BUS483 ", 7.20,     ,4.5
"NGC361,K46,L67,ESO51SC12,RZ136,BIS727  ",0.0,782,0.0,"NGC361,K46,L67,ESO51SC12,RZ136,BIS727  ", 9.91,-1.45,2.6
"NGC371,SMC-N76,DEMS123,K48,L71,B-OB22e,",11.0,768,0.014322916666666666,"NGC371,SMC-N76,DEMS123,K48,L71,B-OB22e,", 6.70,     ,4.2
"NGC376,K49,L72,ESO29SC29,SOGLE139,RZ145",12.0,1105,0.01085972850678733,"NGC376,K49,L72,ESO29SC29,SOGLE139,RZ145", 7.40,-0.40,1.8
"NGC395,K51,L75,ESO51SC16               ",0.0,15,0.0,"NGC395,K51,L75,ESO51SC16               ", 7.20,     ,1.5
"NGC411,K60,L82,ESO51SC19,RZ172,BIS734  ",1.0,430,0.002325581395348837,"NGC411,K60,L82,ESO51SC19,RZ172,BIS734  ", 9.18,-0.84,2.1
"NGC416,K59,L83,ESO29SC32,SOGLE158,     ",5.0,478,0.010460251046025104,"NGC416,K59,L83,ESO29SC32,SOGLE158,     ", 9.78,-1.44,1.7
"NGC419,K58,L85,ESO29SC33,SOGLE159,RZ174",6.0,1280,0.0046875,"NGC419,K58,L85,ESO29SC33,SOGLE159,RZ174", 9.10,-0.70,2.8
"NGC422,K62,L87,ESO51SC22,RZ178         ",2.0,65,0.03076923076923077,"NGC422,K62,L87,ESO51SC22,RZ178         ", 8.15,     ,1.0
"NGC456,SMC-N83,DEMS147,K65,L94,H-A61,  ",21.0,582,0.03608247422680412,"NGC456,SMC-N83,DEMS147,K65,L94,H-A61,  ", 6.60,     ,3.8
"NGC458,K69,L96,ESO51SC26,RZ197,OGLS 340",4.0,669,0.005979073243647235,"NGC458,K69,L96,ESO51SC26,RZ197,OGLS 340", 8.23,-0.23,2.6
NGC460                                 ,39.0,756,0.051587301587301584,NGC460                                 ,     ,     ,4.5
"NGC460nw,DEMS151,ESO29SC39nw           ",14.0,129,0.10852713178294573,"NGC460nw,DEMS151,ESO29SC39nw           ",     ,     ,1.9
"NGC460se,DEMS152,K66,L97,ESO29SC39se,  ",27.0,282,0.09574468085106383,"NGC460se,DEMS152,K66,L97,ESO29SC39se,  ", 6.90,     ,2.6
"NGC465,K67,L99,ESO29SC40,H-A63,B-OB31e ",38.0,1019,0.03729146221786065,"NGC465,K67,L99,ESO29SC40,H-A63,B-OB31e ", 6.70,     ,5.0
"NGC602,SMC-N90,DEMS166,L105,ESO29SC43, ",2.0,76,0.02631578947368421,"NGC602,SMC-N90,DEMS166,L105,ESO29SC43, ", 6.70,     ,3.2
"NGC602-A,OGLS 280                      ",1.0,5,0.2,"NGC602-A,OGLS 280                      ", 6.85,     ,1.2
"NGC602-B,B164,OGLS 279                 ",0.0,1,0.0,"NGC602-B,B164,OGLS 279                 ", 8.15,     ,0.65
"NGC796,L115,WG9,ESO30SC6,OGLB 39,      ",0.0,12,0.0,"NGC796,L115,WG9,ESO30SC6,OGLB 39,      ", 7.84,-0.01,1.2
NKN-N158-O1                     ,0.0,13,0.0,NKN-N158-O1                     ,,,1.39
NKN-N158-Y1                     ,0.0,1,0.0,NKN-N158-Y1                     ,,,1.11
NKN-N159-Y1                     ,0.0,183,0.0,NKN-N159-Y1                     ,,,0.15
NKN-N159-Y2                     ,0.0,6,0.0,NKN-N159-Y2                     ,,,0.68
NKN-N159-Y3                     ,0.0,6,0.0,NKN-N159-Y3                     ,,,0.57
NKN-N159S-Y1                    ,1.0,126,0.007936507936507936,NKN-N159S-Y1                    ,,,0.64
NKN-N160-O2                     ,0.0,4,0.0,NKN-N160-O2                     ,,,1.04
NKN-N160-O3                     ,1.0,49,0.02040816326530612,NKN-N160-O3                     ,,,0.9
NKN-N160-O4                     ,0.0,16,0.0,NKN-N160-O4                     ,,,0.9
NKN-N160-O5                     ,0.0,1,0.0,NKN-N160-O5                     ,,,0.7
NKN-N160-O7                     ,1.0,31,0.03225806451612903,NKN-N160-O7                     ,,,0.83
NKN-N160-Y1                     ,0.0,2,0.0,NKN-N160-Y1                     ,,,1.04
OGLB 10                                ,0.0,11,0.0,OGLB 10                                ,     ,     ,1.25
OGLB 11                                ,0.0,14,0.0,OGLB 11                                ,     ,     ,1.45
OGLB 12                                ,0.0,8,0.0,OGLB 12                                ,     ,     ,0.75
"OGLB 13,SOGLE 239                      ",1.0,7,0.14285714285714285,"OGLB 13,SOGLE 239                      ",     ,     ,0.9
OGLB 14                                ,1.0,6,0.16666666666666666,OGLB 14                                ,     ,     ,1.1
OGLB 15                                ,0.0,11,0.0,OGLB 15                                ,     ,     ,1.2
OGLB 16                                ,0.0,4,0.0,OGLB 16                                ,     ,     ,0.9
OGLB 18                                ,2.0,16,0.125,OGLB 18                                ,     ,     ,1.25
"OGLB 19,OGLS 252                       ",0.0,7,0.0,"OGLB 19,OGLS 252                       ",     ,     ,1.0
OGLB 2                                 ,0.0,9,0.0,OGLB 2                                 ,     ,     ,1.65
OGLB 21                                ,0.0,5,0.0,OGLB 21                                ,     ,     ,0.85
OGLB 22                                ,2.0,8,0.25,OGLB 22                                ,     ,     ,1.5
OGLB 23                                ,0.0,3,0.0,OGLB 23                                ,     ,     ,0.7
OGLB 24                                ,0.0,2,0.0,OGLB 24                                ,     ,     ,1.15
OGLB 25                                ,0.0,9,0.0,OGLB 25                                ,     ,     ,0.53
OGLB 26                                ,0.0,10,0.0,OGLB 26                                ,     ,     ,0.95
OGLB 27                                ,0.0,22,0.0,OGLB 27                                ,     ,     ,1.05
OGLB 28                                ,0.0,6,0.0,OGLB 28                                ,     ,     ,0.75
OGLB 29                                ,0.0,6,0.0,OGLB 29                                ,     ,     ,0.7
OGLB 3                                 ,0.0,28,0.0,OGLB 3                                 ,     ,     ,1.65
OGLB 30                                ,0.0,2,0.0,OGLB 30                                ,     ,     ,1.0
OGLB 31                                ,0.0,7,0.0,OGLB 31                                ,     ,     ,1.2
OGLB 32                                ,0.0,3,0.0,OGLB 32                                ,     ,     ,0.65
OGLB 33                                ,0.0,5,0.0,OGLB 33                                ,     ,     ,0.55
OGLB 34                                ,0.0,3,0.0,OGLB 34                                ,     ,     ,0.8
OGLB 35                                ,0.0,3,0.0,OGLB 35                                ,     ,     ,0.93
OGLB 4                                 ,0.0,14,0.0,OGLB 4                                 ,     ,     ,1.6
OGLB 5                                 ,0.0,12,0.0,OGLB 5                                 ,     ,     ,1.4
OGLB 59                                ,0.0,13,0.0,OGLB 59                                ,     ,     ,0.6
OGLB 6                                 ,0.0,5,0.0,OGLB 6                                 ,     ,     ,0.95
OGLB 60                                ,0.0,5,0.0,OGLB 60                                ,     ,     ,0.35
OGLB 62                                ,0.0,9,0.0,OGLB 62                                ,     ,     ,1.1
OGLB 7                                 ,0.0,18,0.0,OGLB 7                                 ,     ,     ,1.2
OGLB 79                                ,0.0,13,0.0,OGLB 79                                ,     ,     ,0.9
OGLB 8                                 ,0.0,5,0.0,OGLB 8                                 ,     ,     ,1.15
OGLB 80                                ,0.0,3,0.0,OGLB 80                                ,     ,     ,0.5
OGLB 84                                ,1.0,10,0.1,OGLB 84                                ,     ,     ,0.9
"OGLB 87,OGLB 89                        ",0.0,8,0.0,"OGLB 87,OGLB 89                        ",     ,     ,0.5
OGLB 9                                 ,0.0,7,0.0,OGLB 9                                 ,     ,     ,0.7
OGLS 240                               ,1.0,20,0.05,OGLS 240                               ,     ,     ,0.9
OGLS 241                               ,0.0,22,0.0,OGLS 241                               ,     ,     ,1.25
OGLS 242                               ,1.0,10,0.1,OGLS 242                               ,     ,     ,0.85
OGLS 243                               ,4.0,21,0.19047619047619047,OGLS 243                               ,     ,     ,1.45
OGLS 244                               ,0.0,26,0.0,OGLS 244                               ,     ,     ,1.6
OGLS 245                               ,0.0,19,0.0,OGLS 245                               ,     ,     ,1.25
OGLS 246                               ,0.0,20,0.0,OGLS 246                               ,     ,     ,1.45
OGLS 247                               ,0.0,33,0.0,OGLS 247                               ,     ,     ,1.25
OGLS 248                               ,0.0,29,0.0,OGLS 248                               ,     ,     ,1.5
OGLS 249                               ,1.0,31,0.03225806451612903,OGLS 249                               ,     ,     ,1.25
OGLS 250                               ,2.0,124,0.016129032258064516,OGLS 250                               ,     ,     ,1.45
OGLS 251                               ,0.0,130,0.0,OGLS 251                               ,     ,     ,1.55
OGLS 253                               ,0.0,22,0.0,OGLS 253                               ,     ,     ,1.25
OGLS 254                               ,0.0,19,0.0,OGLS 254                               ,     ,     ,1.67
OGLS 255                               ,0.0,6,0.0,OGLS 255                               ,     ,     ,1.05
OGLS 262                               ,0.0,20,0.0,OGLS 262                               ,     ,     ,0.75
OGLS 264                               ,0.0,7,0.0,OGLS 264                               ,     ,     ,0.6
OGLS 265                               ,0.0,77,0.0,OGLS 265                               ,     ,     ,1.3
OGLS 266                               ,0.0,59,0.0,OGLS 266                               ,     ,     ,1.75
OGLS 267                               ,1.0,119,0.008403361344537815,OGLS 267                               ,     ,     ,1.75
OGLS 268                               ,0.0,6,0.0,OGLS 268                               ,     ,     ,1.15
OGLS 269                               ,1.0,79,0.012658227848101266,OGLS 269                               ,     ,     ,1.75
OGLS 270                               ,0.0,60,0.0,OGLS 270                               ,     ,     ,1.67
OGLS 271                               ,0.0,55,0.0,OGLS 271                               ,     ,     ,1.2
OGLS 272                               ,0.0,51,0.0,OGLS 272                               ,     ,     ,1.3
OGLS 273                               ,0.0,65,0.0,OGLS 273                               ,     ,     ,1.35
OGLS 274                               ,0.0,35,0.0,OGLS 274                               ,     ,     ,1.55
OGLS 275                               ,0.0,24,0.0,OGLS 275                               ,     ,     ,1.35
OGLS 276                               ,1.0,42,0.023809523809523808,OGLS 276                               ,     ,     ,1.35
OGLS 277                               ,0.0,23,0.0,OGLS 277                               ,     ,     ,1.25
OGLS 278                               ,1.0,16,0.0625,OGLS 278                               ,     ,     ,1.2
OGLS 286                               ,1.0,58,0.017241379310344827,OGLS 286                               ,     ,     ,1.5
OGLS 303                               ,0.0,12,0.0,OGLS 303                               ,     ,     ,0.6
OGLS 330                               ,0.0,95,0.0,OGLS 330                               ,     ,     ,1.7
OGLS 333                               ,1.0,32,0.03125,OGLS 333                               ,     ,     ,0.6
"OHSC1,KMHK231",0.0,17,0.0,"OHSC1,KMHK231",,,1.1
"OHSC10,KMHK782                  ",0.0,17,0.0,"OHSC10,KMHK782                  ",,,0.75
"OHSC11,KMHK803                  ",0.0,8,0.0,"OHSC11,KMHK803                  ",,,0.9
"OHSC12,KMHK830                  ",0.0,65,0.0,"OHSC12,KMHK830                  ",,,0.55
"OHSC14,KMHK868                  ",0.0,42,0.0,"OHSC14,KMHK868                  ",,,0.9
"OHSC15,KMHK870                  ",0.0,70,0.0,"OHSC15,KMHK870                  ",,,0.55
"OHSC16,KMHK881                  ",0.0,37,0.0,"OHSC16,KMHK881                  ",,,0.9
"OHSC17,KMHK946                  ",0.0,48,0.0,"OHSC17,KMHK946                  ",,,0.8
OHSC20                          ,0.0,14,0.0,OHSC20                          ,,,0.85
"OHSC21,KMHK1070                 ",0.0,92,0.0,"OHSC21,KMHK1070                 ",,,0.45
"OHSC22,KMHK1089                 ",0.0,39,0.0,"OHSC22,KMHK1089                 ",,,1.0
OHSC24                          ,0.0,22,0.0,OHSC24                          ,,,0.8
"OHSC25,KMHK1338                 ",0.0,27,0.0,"OHSC25,KMHK1338                 ",,,0.6
OHSC26                          ,0.0,10,0.0,OHSC26                          ,,,0.8
"OHSC27,KMHK1469                 ",0.0,41,0.0,"OHSC27,KMHK1469                 ",,,0.6
"OHSC29,KMHK1604                 ",0.0,13,0.0,"OHSC29,KMHK1604                 ",,,0.65
"OHSC3,KMHK362",0.0,40,0.0,"OHSC3,KMHK362",,,0.5
"OHSC30,KMHK1620                 ",0.0,43,0.0,"OHSC30,KMHK1620                 ",,,0.65
"OHSC33,KMHK1714                 ",0.0,29,0.0,"OHSC33,KMHK1714                 ",,,0.45
"OHSC34,KMHK1751                 ",0.0,11,0.0,"OHSC34,KMHK1751                 ",,,0.7
"OHSC35,BM282,KMHK1754           ",0.0,34,0.0,"OHSC35,BM282,KMHK1754           ",,,0.6
"OHSC36,KMHK1757                 ",0.0,12,0.0,"OHSC36,KMHK1757                 ",,,1.1
"OHSC4,KMHK426",0.0,38,0.0,"OHSC4,KMHK426",,,0.65
"OHSC6,KMHK532                   ",0.0,29,0.0,"OHSC6,KMHK532                   ",,,0.8
"OHSC8,KMHK708                   ",0.0,8,0.0,"OHSC8,KMHK708                   ",,,0.65
"Piatti 10,SMASH 16-2                   ",0.0,7,0.0,"Piatti 10,SMASH 16-2                   ",     ,     ,0.7
"Piatti 11,SMASH 16-1,OGLS 344          ",0.0,3,0.0,"Piatti 11,SMASH 16-1,OGLS 344          ",     ,     ,0.9
"Piatti 2,SMASH 11-2                    ",0.0,36,0.0,"Piatti 2,SMASH 11-2                    ",     ,     ,0.35
"Piatti 3,SMASH 11-1                    ",0.0,114,0.0,"Piatti 3,SMASH 11-1                    ",     ,     ,0.4
"Piatti 4,SMASH 11-3                    ",0.0,18,0.0,"Piatti 4,SMASH 11-3                    ",     ,     ,0.35
"Piatti 5,SMASH 10-3                    ",0.0,44,0.0,"Piatti 5,SMASH 10-3                    ",     ,     ,0.35
"Piatti 6,SMASH 10-1                    ",0.0,121,0.0,"Piatti 6,SMASH 10-1                    ",     ,     ,0.5
"Piatti 7,SMASH 10-2                    ",0.0,33,0.0,"Piatti 7,SMASH 10-2                    ",     ,     ,0.35
"Piatti 8,SMASH 12-1,OGLS 345           ",0.0,15,0.0,"Piatti 8,SMASH 12-1,OGLS 345           ",     ,     ,0.35
"Piatti 9,SMASH 15-1                    ",0.0,14,0.0,"Piatti 9,SMASH 15-1                    ",     ,     ,0.5
"R136,SL633                      ",21.0,357,0.058823529411764705,"R136,SL633                      ",,,3.5
RZ1                                    ,0.0,119,0.0,RZ1                                    , 9.10,     ,1.3
RZ108                                  ,0.0,103,0.0,RZ108                                  , 8.00,     ,0.4
RZ117                                  ,0.0,59,0.0,RZ117                                  , 8.02,     ,0.5
RZ130                                  ,0.0,153,0.0,RZ130                                  , 8.17,     ,0.5
RZ139                                  ,0.0,73,0.0,RZ139                                  , 6.70,     ,0.4
RZ140                                  ,0.0,69,0.0,RZ140                                  , 9.37,     ,0.6
"RZ158,OGLS 258                         ",0.0,14,0.0,"RZ158,OGLS 258                         ", 9.99,     ,0.65
RZ191                                  ,0.0,98,0.0,RZ191                                  , 7.23,     ,0.8
RZ20                                   ,0.0,70,0.0,RZ20                                   , 6.60,     ,0.7
RZ38                                   ,0.0,360,0.0,RZ38                                   , 8.60,     ,0.8
RZ43                                   ,0.0,38,0.0,RZ43                                   , 8.00,     ,0.3
RZ46                                   ,0.0,146,0.0,RZ46                                   ,     ,     ,0.6
RZ61                                   ,0.0,33,0.0,RZ61                                   , 8.45,     ,0.35
RZ82                                   ,0.0,52,0.0,RZ82                                   , 9.80,     ,0.5
RZ92                                   ,0.0,32,0.0,RZ92                                   , 8.83,     ,0.6
"S56,L61-491,MA1740                     ",3.0,70,0.04285714285714286,"S56,L61-491,MA1740                     ",     ,     ,0.35
SBica 1                                ,1.0,43,0.023255813953488372,SBica 1                                ,     ,     ,0.2
SBica 10                               ,0.0,261,0.0,SBica 10                               ,     ,     ,0.3
SBica 11                               ,0.0,124,0.0,SBica 11                               ,     ,     ,0.35
SBica 12                               ,0.0,210,0.0,SBica 12                               ,     ,     ,0.3
SBica 13                               ,0.0,61,0.0,SBica 13                               ,     ,     ,0.4
SBica 14                               ,0.0,17,0.0,SBica 14                               ,     ,     ,0.25
SBica 15                               ,0.0,10,0.0,SBica 15                               ,     ,     ,0.2
SBica 16                               ,4.0,95,0.042105263157894736,SBica 16                               ,     ,     ,0.3
SBica 17                               ,0.0,105,0.0,SBica 17                               ,     ,     ,0.25
SBica 18                               ,0.0,80,0.0,SBica 18                               ,     ,     ,0.65
SBica 19                               ,1.0,129,0.007751937984496124,SBica 19                               ,     ,     ,0.7
SBica 2                                ,1.0,60,0.016666666666666666,SBica 2                                ,     ,     ,0.3
SBica 20                               ,0.0,21,0.0,SBica 20                               ,     ,     ,0.4
SBica 21                               ,0.0,45,0.0,SBica 21                               ,     ,     ,0.25
SBica 22                               ,0.0,6,0.0,SBica 22                               ,     ,     ,0.55
SBica 23                               ,0.0,32,0.0,SBica 23                               ,     ,     ,1.0
SBica 24                               ,1.0,118,0.00847457627118644,SBica 24                               ,     ,     ,0.6
SBica 25                               ,0.0,37,0.0,SBica 25                               ,     ,     ,0.3
SBica 26                               ,0.0,55,0.0,SBica 26                               ,     ,     ,0.25
SBica 27                               ,0.0,218,0.0,SBica 27                               ,     ,     ,0.25
SBica 28                               ,0.0,71,0.0,SBica 28                               ,     ,     ,0.5
SBica 29                               ,0.0,152,0.0,SBica 29                               ,     ,     ,0.5
SBica 3                                ,2.0,104,0.019230769230769232,SBica 3                                ,     ,     ,0.25
SBica 30                               ,0.0,94,0.0,SBica 30                               ,     ,     ,1.1
SBica 31                               ,2.0,160,0.0125,SBica 31                               ,     ,     ,1.25
SBica 32                               ,0.0,123,0.0,SBica 32                               ,     ,     ,0.35
SBica 33                               ,2.0,158,0.012658227848101266,SBica 33                               ,     ,     ,0.4
SBica 35                               ,5.0,69,0.07246376811594203,SBica 35                               ,     ,     ,0.7
SBica 36                               ,1.0,79,0.012658227848101266,SBica 36                               ,     ,     ,0.6
SBica 37                               ,0.0,46,0.0,SBica 37                               ,     ,     ,0.35
SBica 38                               ,0.0,29,0.0,SBica 38                               ,     ,     ,0.4
SBica 39                               ,0.0,100,0.0,SBica 39                               ,     ,     ,0.2
SBica 4                                ,1.0,82,0.012195121951219513,SBica 4                                ,     ,     ,0.15
SBica 40                               ,0.0,91,0.0,SBica 40                               ,     ,     ,0.45
SBica 41                               ,0.0,58,0.0,SBica 41                               ,     ,     ,0.8
SBica 42                               ,0.0,57,0.0,SBica 42                               ,     ,     ,0.25
SBica 43                               ,0.0,83,0.0,SBica 43                               ,     ,     ,0.3
SBica 44                               ,0.0,35,0.0,SBica 44                               ,     ,     ,0.25
SBica 45                               ,0.0,58,0.0,SBica 45                               ,     ,     ,0.3
SBica 46                               ,0.0,36,0.0,SBica 46                               ,     ,     ,0.3
